========================================
Experiment: P Controller + Point Mass
========================================

Simulation Parameters
---------------------
Target Position : 10.0 m
Simulation Time : 10.0 s
Time Step (dt) : 0.01 s

Controller
----------
Kp : 2.0

Plant
-----
Mass : 1.0 kg

Observed Results
----------------
- Position keeps oscillating around the Target
- The Force does not decrease fast enough as error decreases due to inertia
- Maximum observed position: 20.0001
- P control is unstable for point mass

Logs
----
time,position,velocity,controller_output
3.24, 11.2292, -14.0226, -2.45838
3.25, 11.0887, -14.0472, -2.17744
3.26, 10.948, -14.069, -1.89606
3.27, 10.8072, -14.0879, -1.6143
3.28, 10.6661, -14.1041, -1.33222
3.29, 10.5249, -14.1174, -1.04987
3.3, 10.3837, -14.1279, -0.767315
3.31, 10.2423, -14.1356, -0.484604
3.32, 10.1009, -14.1404, -0.201796
3.33, 9.95947, -14.1424, 0.0810529
3.34, 9.81806, -14.1416, 0.363885
3.35, 9.67668, -14.138, 0.646645
3.36, 9.53536, -14.1315, 0.929275
3.37, 9.39414, -14.1222, 1.21172
3.38, 9.25304, -14.1101, 1.49392
3.39, 9.11209, -14.0952, 1.77582
3.4, 8.97131, -14.0774, 2.05737
3.41, 8.83075, -14.0568, 2.33851
3.42, 8.69041, -14.0334, 2.61918
3.43, 8.55034, -14.0073, 2.89932
3.44, 8.41056, -13.9783, 3.17889
3.45, 8.27109, -13.9465, 3.45782
3.46, 8.13197, -13.9119, 3.73606
3.47, 7.99323, -13.8745, 4.01355
3.48, 7.85488, -13.8344, 4.29023
3.49, 7.71697, -13.7915, 4.56606
3.5, 7.57951, -13.7458, 4.84098
3.51, 7.44254, -13.6974, 5.11493
3.52, 7.30607, -13.6463, 5.38785
3.53, 7.17015, -13.5924, 5.6597
3.54, 7.03479, -13.5358, 5.93042
3.55, 6.90003, -13.4765, 6.19995
3.56, 6.76588, -13.4145, 6.46824
3.57, 6.63238, -13.3498, 6.73523
3.58, 6.49956, -13.2825, 7.00088
3.59, 6.36743, -13.2124, 7.26513
3.6, 6.23604, -13.1398, 7.52793
3.61, 6.10539, -13.0645, 7.78922
3.62, 5.97552, -12.9866, 8.04895
3.63, 5.84646, -12.9061, 8.30707
3.64, 5.71823, -12.8231, 8.56353
3.65, 5.59086, -12.7374, 8.81828
3.66, 5.46437, -12.6492, 9.07127
3.67, 5.33878, -12.5585, 9.32244
3.68, 5.21413, -12.4653, 9.57175
3.69, 5.09043, -12.3696, 9.81914
3.7, 4.96772, -12.2714, 10.0646
3.71, 4.84601, -12.1708, 10.308
3.72, 4.72533, -12.0677, 10.5493
3.73, 4.60571, -11.9622, 10.7886
3.74, 4.48717, -11.8543, 11.0257
3.75, 4.36973, -11.744, 11.2605
3.76, 4.25341, -11.6314, 11.4932
3.77, 4.13825, -11.5165, 11.7235
3.78, 4.02426, -11.3993, 11.9515
3.79, 3.91146, -11.2798, 12.1771
3.8, 3.79988, -11.158, 12.4002
3.81, 3.68954, -11.034, 12.6209
3.82, 3.58046, -10.9078, 12.8391
3.83, 3.47267, -10.7794, 13.0547
3.84, 3.36618, -10.6488, 13.2676
3.85, 3.26102, -10.5162, 13.478
3.86, 3.1572, -10.3814, 13.6856
3.87, 3.05476, -10.2445, 13.8905
3.88, 2.9537, -10.1056, 14.0926
3.89, 2.85405, -9.96469, 14.2919
3.9, 2.75584, -9.82177, 14.4883
3.91, 2.65907, -9.67689, 14.6819
3.92, 2.56377, -9.53007, 14.8725
3.93, 2.46995, -9.38135, 15.0601
3.94, 2.37765, -9.23075, 15.2447
3.95, 2.28686, -9.0783, 15.4263
3.96, 2.19762, -8.92404, 15.6048
3.97, 2.10994, -8.76799, 15.7801
3.98, 2.02384, -8.61019, 15.9523
3.99, 1.93933, -8.45066, 16.1213
4, 1.85644, -8.28945, 16.2871
4.01, 1.77517, -8.12658, 16.4497
4.02, 1.69555, -7.96208, 16.6089
4.03, 1.61759, -7.79599, 16.7648
4.04, 1.54131, -7.62835, 16.9174
4.05, 1.46672, -7.45917, 17.0666
4.06, 1.39383, -7.28851, 17.2123
4.07, 1.32267, -7.11638, 17.3547
4.08, 1.25324, -6.94284, 17.4935
4.09, 1.18556, -6.7679, 17.6289
4.1, 1.11965, -6.59161, 17.7607
4.11, 1.05551, -6.41401, 17.889
4.12, 0.993155, -6.23512, 18.0137
4.13, 0.932605, -6.05498, 18.1348
4.14, 0.873869, -5.87363, 18.2523
4.15, 0.816958, -5.69111, 18.3661
4.16, 0.761883, -5.50745, 18.4762
4.17, 0.708657, -5.32268, 18.5827
4.18, 0.657288, -5.13686, 18.6854
4.19, 0.607788, -4.95, 18.7844
4.2, 0.560166, -4.76216, 18.8797
4.21, 0.514433, -4.57336, 18.9711
4.22, 0.470596, -4.38365, 19.0588
4.23, 0.428666, -4.19306, 19.1427
4.24, 0.388649, -4.00164, 19.2227
4.25, 0.350555, -3.80941, 19.2989
4.26, 0.314391, -3.61642, 19.3712
4.27, 0.280164, -3.42271, 19.4397
4.28, 0.247881, -3.22831, 19.5042
4.29, 0.217548, -3.03327, 19.5649
4.3, 0.189172, -2.83762, 19.6217
4.31, 0.162758, -2.6414, 19.6745
4.32, 0.138311, -2.44466, 19.7234
4.33, 0.115837, -2.24743, 19.7683
4.34, 0.0953395, -2.04974, 19.8093
4.35, 0.076823, -1.85165, 19.8464
4.36, 0.0602912, -1.65319, 19.8794
4.37, 0.0457473, -1.45439, 19.9085
4.38, 0.0331942, -1.25531, 19.9336
4.39, 0.0226345, -1.05597, 19.9547
4.4, 0.0140703, -0.856423, 19.9719
4.41, 0.00750326, -0.656704, 19.985
4.42, 0.00293472, -0.456854, 19.9941
4.43, 0.000365594, -0.256913, 19.9993
4.44, -0.000203607, -0.05692, 20.0004
4.45, 0.00122723, 0.143084, 19.9975
4.46, 0.00465783, 0.34306, 19.9907
4.47, 0.0100875, 0.542966, 19.9798
4.48, 0.0175151, 0.742765, 19.965
4.49, 0.0269393, 0.942414, 19.9461
4.5, 0.038358, 1.14188, 19.9233
4.51, 0.0517691, 1.34111, 19.8965
4.52, 0.0671699, 1.54007, 19.8657
4.53, 0.0845571, 1.73873, 19.8309
4.54, 0.103928, 1.93704, 19.7921
4.55, 0.125277, 2.13496, 19.7494
4.56, 0.148602, 2.33245, 19.7028
4.57, 0.173896, 2.52948, 19.6522
4.58, 0.201157, 2.726, 19.5977
4.59, 0.230376, 2.92198, 19.5392
4.6, 0.26155, 3.11737, 19.4769
4.61, 0.294672, 3.31214, 19.4107
4.62, 0.329734, 3.50625, 19.3405
4.63, 0.366731, 3.69965, 19.2665
4.64, 0.405654, 3.89232, 19.1887
4.65, 0.446496, 4.08421, 19.107
4.66, 0.489249, 4.27528, 19.0215
4.67, 0.533904, 4.46549, 18.9322
4.68, 0.580452, 4.65481, 18.8391
4.69, 0.628884, 4.8432, 18.7422
4.7, 0.67919, 5.03063, 18.6416
4.71, 0.73136, 5.21704, 18.5373
4.72, 0.785385, 5.40242, 18.4292
4.73, 0.841252, 5.58671, 18.3175
4.74, 0.89895, 5.76988, 18.2021
4.75, 0.95847, 5.9519, 18.0831
4.76, 1.0198, 6.13274, 17.9604
4.77, 1.08292, 6.31234, 17.8342
4.78, 1.14783, 6.49068, 17.7043
4.79, 1.2145, 6.66772, 17.571
4.8, 1.28294, 6.84343, 17.4341
4.81, 1.35312, 7.01778, 17.2938
4.82, 1.42502, 7.19071, 17.15
4.83, 1.49865, 7.36221, 17.0027
4.84, 1.57397, 7.53224, 16.8521
4.85, 1.65098, 7.70076, 16.698
4.86, 1.72965, 7.86774, 16.5407
4.87, 1.80998, 8.03315, 16.38
4.88, 1.89195, 8.19695, 16.2161
4.89, 1.97555, 8.35911, 16.0489
4.9, 2.06074, 8.5196, 15.8785
4.91, 2.14752, 8.67838, 15.705
4.92, 2.23588, 8.83543, 15.5282
4.93, 2.32579, 8.99072, 15.3484
4.94, 2.41723, 9.1442, 15.1655
4.95, 2.51019, 9.29585, 14.9796
4.96, 2.60464, 9.44565, 14.7907
4.97, 2.70058, 9.59356, 14.5988
4.98, 2.79797, 9.73955, 14.4041
4.99, 2.89681, 9.88359, 14.2064
5, 2.99707, 10.0257, 14.0059
5.01, 3.09872, 10.1657, 13.8026
5.02, 3.20176, 10.3037, 13.5965
5.03, 3.30616, 10.4397, 13.3877
5.04, 3.41189, 10.5736, 13.1762
5.05, 3.51895, 10.7053, 12.9621
5.06, 3.6273, 10.835, 12.7454
5.07, 3.73692, 10.9624, 12.5262
5.08, 3.8478, 11.0877, 12.3044
5.09, 3.95991, 11.2107, 12.0802
5.1, 4.07322, 11.3315, 11.8536
5.11, 4.18772, 11.4501, 11.6246
5.12, 4.30338, 11.5663, 11.3932
5.13, 4.42019, 11.6802, 11.1596
5.14, 4.5381, 11.7918, 10.9238
5.15, 4.65712, 11.9011, 10.6858
5.16, 4.77719, 12.0079, 10.4456
5.17, 4.89832, 12.1124, 10.2034
5.18, 5.02046, 12.2144, 9.95907
5.19, 5.1436, 12.314, 9.71279
5.2, 5.26771, 12.4111, 9.46457
5.21, 5.39277, 12.5058, 9.21446
5.22, 5.51875, 12.5979, 8.9625
5.23, 5.64563, 12.6876, 8.70875
5.24, 5.77337, 12.7746, 8.45325
5.25, 5.90196, 12.8592, 8.19607
5.26, 6.03138, 12.9411, 7.93725
5.27, 6.16158, 13.0205, 7.67684
5.28, 6.29255, 13.0973, 7.41489
5.29, 6.42427, 13.1714, 7.15146
5.3, 6.5567, 13.2429, 6.88661
5.31, 6.68982, 13.3118, 6.62037
5.32, 6.8236, 13.378, 6.35281
5.33, 6.95801, 13.4415, 6.08398
5.34, 7.09303, 13.5024, 5.81393
5.35, 7.22864, 13.5605, 5.54272
5.36, 7.3648, 13.6159, 5.2704
5.37, 7.50149, 13.6686, 4.99703
5.38, 7.63867, 13.7186, 4.72266
5.39, 7.77633, 13.7658, 4.44734
5.4, 7.91443, 13.8103, 4.17113
5.41, 8.05295, 13.852, 3.89409
5.42, 8.19186, 13.891, 3.61627
5.43, 8.33113, 13.9271, 3.33773
5.44, 8.47074, 13.9605, 3.05852
5.45, 8.61065, 13.9911, 2.7787
5.46, 8.75084, 14.0189, 2.49832
5.47, 8.89128, 14.0439, 2.21744
5.48, 9.03194, 14.066, 1.93612
5.49, 9.17279, 14.0854, 1.65442
5.5, 9.31381, 14.1019, 1.37238
5.51, 9.45497, 14.1157, 1.09006
5.52, 9.59623, 14.1266, 0.807532
5.53, 9.73758, 14.1346, 0.52484
5.54, 9.87898, 14.1399, 0.242042
5.55, 10.0204, 14.1423, -0.0408044
5.56, 10.1618, 14.1419, -0.323642
5.57, 10.3032, 14.1387, -0.606416
5.58, 10.4445, 14.1326, -0.889068
5.59, 10.5858, 14.1237, -1.17154
5.6, 10.7269, 14.112, -1.45378
5.61, 10.8679, 14.0975, -1.73573
5.62, 11.0087, 14.0801, -2.01733
5.63, 11.1493, 14.0599, -2.29853
5.64, 11.2896, 14.0369, -2.57927
5.65, 11.4297, 14.0111, -2.85949
5.66, 11.5696, 13.9826, -3.13914
5.67, 11.7091, 13.9512, -3.41817
5.68, 11.8483, 13.917, -3.69651
5.69, 11.9871, 13.88, -3.97411
5.7, 12.1255, 13.8403, -4.25091
5.71, 12.2634, 13.7978, -4.52687
5.72, 12.401, 13.7525, -4.80192
5.73, 12.538, 13.7045, -5.07601
5.74, 12.6745, 13.6537, -5.34908
5.75, 12.8105, 13.6002, -5.62109
5.76, 12.946, 13.544, -5.89197
5.77, 13.0808, 13.4851, -6.16167
5.78, 13.2151, 13.4235, -6.43014
5.79, 13.3487, 13.3592, -6.69732
5.8, 13.4816, 13.2922, -6.96317
5.81, 13.6138, 13.2226, -7.22762
5.82, 13.7453, 13.1503, -7.49062
5.83, 13.8761, 13.0754, -7.75213
5.84, 14.006, 12.9979, -8.01209
5.85, 14.1352, 12.9177, -8.27044
5.86, 14.2636, 12.835, -8.52714
5.87, 14.3911, 12.7498, -8.78214
5.88, 14.5177, 12.662, -9.03538
5.89, 14.6434, 12.5716, -9.28681
5.9, 14.7682, 12.4787, -9.53639
5.91, 14.892, 12.3834, -9.78405
5.92, 15.0149, 12.2855, -10.0298
5.93, 15.1367, 12.1852, -10.2735
5.94, 15.2576, 12.0825, -10.5151
5.95, 15.3773, 11.9773, -10.7547
5.96, 15.496, 11.8698, -10.9921
5.97, 15.6136, 11.7599, -11.2273
5.98, 15.7301, 11.6476, -11.4602
5.99, 15.8454, 11.533, -11.6909
6, 15.9596, 11.4161, -11.9192
